airport_id,airport_name,city,country,iata,icao,latitude,longitude,timezone
21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061035156,-84.5093994140625,America/Toronto
22,Winnipeg / St. Andrews Airport,Winnipeg,Canada,,CYAV,50.0564002991,-97.03250122070001,America/Winnipeg
23,Halifax / CFB Shearwater Heliport,Halifax,Canada,,CYAW,44.639702,-63.499401,America/Halifax
24,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.3918991089,-56.083099365200006,America/St_Johns
25,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,America/Vancouver
26,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,America/Edmonton
27,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969482422,-68.20439910888672,America/Toronto
28,CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060073852539,-70.99639892578125,America/Toronto
29,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889678960001,-96.077796936,America/Winnipeg
30,Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.950801849365234,-125.27100372314453,America/Vancouver
31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,America/Winnipeg
32,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.1081008911,-105.138000488,America/Edmonton
33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.054970224899996,-123.869862556,America/Vancouver
34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.2963981628,-117.632003784,America/Vancouver
35,Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,America/Halifax
36,Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,America/Halifax
37,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,America/Edmonton
38,Coronation Airport,Coronation,Canada,YCT,CYCT,52.0750007629,-111.444999695,America/Edmonton
39,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.1528015137,-121.939002991,America/Vancouver
40,Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.4860992432,-68.5167007446,America/Toronto
41,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,America/Coral_Harbour
42,Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309844970703,-139.1280059814453,America/Vancouver
43,Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110137939453,-139.04100036621094,America/Vancouver
44,Princeton Airport,Princeton,Canada,,CYDC,49.4681015015,-120.511001587,America/Vancouver
45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017089844,-57.39139938354492,America/St_Johns
46,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.4221992493,-130.031997681,America/Vancouver
47,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.100799560546875,-100.052001953125,America/Winnipeg
48,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.7422981262207,-120.18299865722656,America/Dawson_Creek
49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.309700012200004,-113.580001831,America/Edmonton
50,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.07080078119999,America/Winnipeg
51,Estevan Airport,Estevan,Canada,YEN,CYEN,49.2103004456,-102.966003418,America/Regina
52,Edson Airport,Edson,Canada,YET,CYET,53.578899383499994,-116.464996338,America/Edmonton
53,Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,America/Winnipeg
54,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419921880001,-133.483001709,America/Edmonton
55,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756402,-68.555801,America/Toronto
56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.868900299072266,-66.53720092773438,America/Halifax
57,Forestville Airport,Forestville,Canada,YFE,CYFE,48.74610137939453,-69.09719848632812,America/Toronto
58,Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859375,-101.68199920654297,America/Winnipeg
59,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.1808013916,-113.690002441,America/Edmonton
60,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.76020050048828,-121.23699951171875,America/Edmonton
61,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529983520508,-76.5969009399414,America/Toronto
62,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.625301361083984,-77.7042007446289,America/Toronto
63,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.7752990723,-64.4785995483,America/Toronto
64,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830123901367,-86.93939971923828,America/Toronto
65,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42470169067383,-61.778099060058594,America/Toronto
66,Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8166999817,-102.310997009,America/Regina
67,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.831699,-92.744202,America/Winnipeg
68,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76280212402344,-117.80599975585938,America/Edmonton
69,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597229,-95.84970092770001,America/Edmonton
70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.173599243199995,-79.93499755859999,America/Toronto
71,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,America/Toronto
72,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,America/Edmonton
73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.8807983398,-63.5085983276,America/Halifax
74,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.7738990784,-91.6386032104,America/Coral_Harbour
75,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,America/Toronto
76,St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926147461,-73.28109741210938,America/Toronto
77,Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442008972168,-58.54999923706055,America/St_Johns
78,Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.7022018433,-120.444000244,America/Vancouver
79,Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.460800170899994,-80.3786010742,America/Toronto
80,Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.805301666259766,-66.8052978515625,America/Toronto
81,Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,America/Regina
82,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86220169067383,-79.37000274658203,America/Toronto
83,Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.81999969482422,-83.3467025756836,America/Toronto
84,Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.125301361083984,-108.52300262451172,America/Regina
85,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.309200286865234,-110.072998046875,America/Edmonton
86,Alert Airport,Alert,Canada,YLT,CYLT,82.51779937740001,-62.2806015015,America/Toronto
87,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,America/Vancouver
88,Mayo Airport,Mayo,Canada,YMA,CYMA,63.61640167236328,-135.8679962158203,America/Vancouver
89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.330299377441406,-105.55899810791016,America/Regina
90,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301239,-111.222000122,America/Edmonton
91,Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.291099548339844,-80.60780334472656,America/Toronto
92,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.2728004456,-75.9906005859,America/Toronto
93,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.679501,-74.038696,America/Toronto
94,Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.189998626708984,-61.78919982910156,America/Toronto
95,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.521701812699995,-75.5635986328,America/Toronto
96,Matagami Airport,Matagami,Canada,YNM,CYNM,49.76169967651367,-77.80280303955078,America/Toronto
97,Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.57060241699219,-139.83900451660156,America/Vancouver
98,CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.404998779296875,-110.27899932861328,America/Edmonton
99,High Level Airport,High Level,Canada,YOJ,CYOJ,58.62139892578125,-117.16500091552734,America/Edmonton
100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,America/Toronto
101,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.214199066199996,-105.672996521,America/Regina
102,Peace River Airport,Peace River,Canada,YPE,CYPE,56.226898,-117.446999,America/Edmonton
103,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,America/Winnipeg
104,Pitt Meadows Airport,Pitt Meadows,Canada,,CYPK,49.21609878540039,-122.70999908447266,America/Vancouver
105,Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.4463996887207,-90.21420288085938,America/Coral_Harbour
106,Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639907836914,-64.2885971069336,America/Toronto
107,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.22999954223633,-78.36329650878906,America/Toronto
108,Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.286098480199996,-130.445007324,America/Vancouver
109,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.11699676513672,America/Edmonton
110,Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.974700927734375,-79.30329895019531,America/Toronto
111,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,America/Toronto
112,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18220138549805,-113.89399719238281,America/Edmonton
113,Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043334961,-82.95559692382812,America/Toronto
114,Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.11640167236328,-128.82200622558594,America/Vancouver
115,Kenora Airport,Kenora,Canada,YQK,CYQK,49.788299560546875,-94.36309814453125,America/Winnipeg
116,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.800003052,America/Edmonton
117,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,America/Halifax
119,Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017089844,-124.88700103759766,America/Vancouver
120,Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002441406,-104.66600036621094,America/Regina
121,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865112305,-89.32389831542969,America/Toronto
122,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,America/Edmonton
123,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26470184326172,-102.46199798583984,America/Regina
124,North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.76919937133789,-108.24400329589844,America/Regina
125,Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.56809997558594,America/St_Johns
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1614,-60.047798,America/Halifax
127,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.026100158691406,-122.51000213623047,America/Vancouver
128,Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.7169036865,-94.9693984985,America/Winnipeg
129,Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.764400482177734,-69.58470153808594,America/Toronto
130,Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52000045776367,-72.2656021118164,America/Toronto
131,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.4296989441,-114.903999329,America/Edmonton
132,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.8114013672,-92.1157989502,America/Winnipeg
133,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,America/Toronto
134,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.4385986328125,-71.69139862060547,America/Toronto
135,Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,America/Halifax
136,Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.020301818847656,-111.96199798583984,America/Edmonton
137,Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.982201,-84.613602,America/Toronto
138,Summerside Airport,Summerside,Canada,YSU,CYSU,46.44060134887695,-63.83359909057617,America/Halifax
139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.9938964844,-125.242996216,America/Edmonton
140,Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.2300033569,-76.5267028809,America/Toronto
141,Thompson Airport,Thompson,Canada,YTH,CYTH,55.80110168457031,-97.86419677734375,America/Winnipeg
142,CFB Trenton,Trenton,Canada,YTR,CYTR,44.118900299072266,-77.5280990600586,America/Toronto
143,Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.569698333699996,-81.376701355,America/Toronto
144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,America/Toronto
145,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.43329620361328,-133.0260009765625,America/Edmonton
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,America/Toronto
147,Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.22470092770001,America/Winnipeg
148,Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.77610015869999,-81.2425,America/Toronto
149,Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.20610046386719,-78.83560180664062,America/Toronto
150,La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.151401519800004,-105.262001038,America/Regina
151,Vermilion Airport,Vermillion,Canada,YVG,CYVG,53.355800628699996,-110.823997498,America/Edmonton
152,Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.5457992554,-64.03140258789999,America/Toronto
153,Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.0532989502,-77.7827987671,America/Toronto
154,Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.096099853515625,-68.4269027709961,America/Toronto
155,Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.28160095214844,-126.7979965209961,America/Edmonton
156,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.193901062,-123.183998108,America/Vancouver
157,Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.8418998718,-108.417999268,America/Regina
158,Wiarton Airport,Wiarton,Canada,YVV,CYVV,44.7458,-81.107201,America/Toronto
159,Petawawa Airport,Petawawa,Canada,YWA,CYWA,45.95220184326172,-77.31919860839844,America/Toronto
160,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.909999847399995,-97.2398986816,America/Winnipeg
161,Wabush Airport,Wabush,Canada,YWK,CYWK,52.92190170288086,-66.8644027709961,America/Halifax
162,Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.1831016541,-122.054000854,America/Vancouver
163,Wrigley Airport,Wrigley,Canada,YWY,CYWY,63.20940017700195,-123.43699645996094,America/Edmonton
164,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.610801696777,-115.78199768066,America/Edmonton
165,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,53.5724983215,-113.521003723,America/Edmonton
166,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.170799255371094,-106.69999694824219,America/Regina
167,Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,50.01890182495117,-110.72100067138672,America/Edmonton
168,Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,56.23809814453125,-120.73999786376953,America/Dawson_Creek
169,Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.11389923095703,-91.9052963256836,America/Winnipeg
170,Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.1449966431,-65.71360015869999,America/Toronto
171,Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,47.697400654599996,-79.8473453522,America/Toronto
172,Prince George Airport,Prince George,Canada,YXS,CYXS,53.8894004822,-122.679000854,America/Vancouver
173,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.468498,-128.576009,America/Vancouver
174,London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,America/Toronto
175,Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.025299072265625,-122.36100006103516,America/Vancouver
176,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.7095985413,-135.067001343,America/Vancouver
177,North Bay Jack Garland Airport,North Bay,Canada,YYB,CYYB,46.363602,-79.422798,America/Toronto
178,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.113899231,-114.019996643,America/Edmonton
179,Smithers Airport,Smithers,Canada,YYD,CYYD,54.82469940185547,-127.18299865722656,America/Vancouver
180,Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,58.8363990784,-122.597000122,America/Vancouver
181,Penticton Airport,Penticton,Canada,YYF,CYYF,49.46310043334961,-119.60199737548828,America/Vancouver
182,Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.290000915527344,-63.12110137939453,America/Halifax
183,Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.5466995239,-93.5766983032,America/Edmonton
184,Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.646900177,-123.426002502,America/Vancouver
185,Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.86389923095703,-101.07599639892578,America/Winnipeg
186,Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.291900634799994,-107.691001892,America/Regina
187,Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.739200592041016,-94.06500244140625,America/Winnipeg
188,Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.3191986084,-60.4258003235,America/Halifax
189,St. John's International Airport,St. John's,Canada,YYT,CYYT,47.618598938,-52.7518997192,America/St_Johns
190,Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,49.41389846801758,-82.46749877929688,America/Toronto
191,Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.29029846191406,-88.90969848632812,America/Toronto
192,Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.60860061645508,-68.20809936523438,America/Toronto
193,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.63059997559999,America/Toronto
194,Downsview Airport,Toronto,Canada,YZD,CYZD,43.74250030517578,-79.4655990600586,America/Toronto
195,Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.88529968261719,-82.56780242919922,America/Toronto
196,Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.462799072265625,-114.44000244140625,America/Edmonton
197,Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.2930984497,-114.777000427,America/Edmonton
198,Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25429916379999,-131.813995361,America/Vancouver
199,Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.9994010925293,-82.30889892578125,America/Toronto
200,Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.680599212646484,-127.36699676513672,America/Vancouver
201,Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.14390182495117,-115.78700256347656,America/Edmonton
202,Sept-Îles Airport,Sept-iles,Canada,YZV,CYZV,50.22330093383789,-66.2656021118164,America/Toronto
203,Teslin Airport,Teslin,Canada,YZW,CYZW,60.17279815673828,-132.7429962158203,America/Vancouver
204,CFB Greenwood,Greenwood,Canada,YZX,CYZX,44.98440170288086,-64.91690063476562,America/Halifax
205,Faro Airport,Faro,Canada,ZFA,CZFA,62.20750045776367,-133.37600708007812,America/Vancouver
206,Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,67.40750122070312,-134.86099243164062,America/Edmonton
207,Blida Airport,Blida,Algeria,QLD,DAAB,36.50360107421875,2.8141698837280273,Africa/Algiers
208,Bou Saada Airport,Bou Saada,Algeria,BUJ,DAAD,35.33250045776367,4.206389904022217,Africa/Algiers
209,Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018005,5.0699200630200005,Africa/Algiers
210,Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.691001892089844,3.215409994125366,Africa/Algiers
211,Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,24.292801,9.45244,Africa/Algiers
212,Boufarik Airport,Boufarik,Algeria,,DAAK,36.545799,2.87611,Africa/Algiers
213,Reggane Airport,Reggan,Algeria,,DAAN,26.7101,0.285647,Africa/Algiers
214,Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,26.7234992981,8.62265014648,Africa/Algiers
215,Ain Oussera Airport,Ain Oussera,Algeria,,DAAQ,35.52539825439453,2.8787100315093994,Africa/Algiers
216,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.8115005493,5.45107984543,Africa/Algiers
217,Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,36.7951011658,5.87361001968,Africa/Algiers
218,Mecheria Airport,Mecheria,Algeria,MZW,DAAY,33.535900116,-0.242353007197,Africa/Algiers
219,Relizane Airport,Relizane,Algeria,,DAAZ,35.752201,0.626272,Africa/Algiers
220,Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.822201,7.809174,Africa/Algiers
221,Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.2760009765625,6.620389938354492,Africa/Algiers
222,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,35.4315986633,8.12071990967,Africa/Algiers
224,Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.93040084838867,3.311539888381958,Africa/Algiers
225,Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.3410987854,1.46315002441,Africa/Algiers
226,Bou Sfer Airport,Bou Sfer,Algeria,,DAOE,35.73540115356445,-0.8053889870643616,Africa/Algiers
227,Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003993988,-8.167099952700001,Africa/Algiers
228,Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,DAOI,36.2126998901,1.33176994324,Africa/Algiers
229,Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.54240036010742,-0.5322780013084412,Africa/Algiers
230,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.0167007446,-1.45000004768,Africa/Algiers
231,Es Senia Airport,Oran,Algeria,ORN,DAOO,35.6239013672,-0.6211829781529999,Africa/Algiers
232,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,BFW,DAOS,35.1717987061,-0.593275010586,Africa/Algiers
233,Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.207698822021484,0.14714199304580688,Africa/Algiers
234,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.837600708007812,-0.18641400337219238,Africa/Algiers
235,Biskra Airport,Biskra,Algeria,BSK,DAUB,34.793300628699996,5.73823022842,Africa/Algiers
236,El Golea Airport,El Golea,Algeria,ELG,DAUE,30.571300506591797,2.8595900535583496,Africa/Algiers
237,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.38410186767578,3.794110059738159,Africa/Algiers
238,Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.673000335699996,6.140439987180001,Africa/Algiers
239,In Salah Airport,In Salah,Algeria,INZ,DAUI,27.250999450699997,2.51202011108,Africa/Algiers
240,Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.06779861450195,6.088669776916504,Africa/Algiers
241,Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.764400482199996,2.92833995819,Africa/Algiers
242,Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.2371006012,0.276033014059,Africa/Algiers
243,Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.917200088500977,5.412779808044434,Africa/Algiers
244,In Aménas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.0515,9.64291,Africa/Algiers
245,Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.357230186462402,2.384350061416626,Africa/Porto-Novo
246,Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.3532,-1.51242,Africa/Ouagadougou
247,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.160099983215332,-4.33096981048584,Africa/Ouagadougou
